"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"8798","HILDEGARDA ESTEBAN ORTEGA","PARAJE MZNA 384","BAJA CALIFORNIA","Mon Aug 04 1969 00:00:00 GMT-0600 (hora de verano central)","C-08797","16","14771.7","Thu Oct 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"8799","GUADALUPE PASTOR ESTEBAN","NESMEL MANZANA 53","BAJA CALIFORNIA","Wed Jul 01 1987 00:00:00 GMT-0600 (hora estándar central)","C-08798","25","34047.68","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"8800","EFRÉN AGUILAR SANTIAGO","GUERRILLERA MZNA 477","CDMX","Fri Jun 28 1968 00:00:00 GMT-0600 (hora de verano central)","C-08799","148","26174.07","Sat Jul 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"8803","JUAN REY LOZANO","CALLEJON ITURBE MANZANA 550","OAXACA","Wed May 04 1977 00:00:00 GMT-0600 (hora estándar central)","C-08802","165","33621.14","Fri Mar 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"8804","INÉS FERNÁNDEZ ROMÁN","HIDALGO NO. 770","SINALOA","Thu May 26 1988 00:00:00 GMT-0600 (hora estándar central)","C-08803","101","15695.99","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"8810","BELTRÁN GÓMEZ IBÁÑEZ","CERRO DE LOS GAVILANES NÚMERO 761","ESTADO DE MÉXICO","Sun Jun 27 1982 00:00:00 GMT-0600 (hora estándar central)","C-08809","148","103864.17","Wed Jan 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"8814","ANTERO RAMÍREZ SANTANA","PLAN DE ATOTONILCO NUM. 580","SINALOA","Mon Oct 10 1977 00:00:00 GMT-0600 (hora estándar central)","C-08813","64","31729.63","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"8816","COLUMBANO BENÍTEZ VÁZQUEZ","TEPETONGO MZNA 378","QUINTANA ROO","Fri Jul 14 1989 00:00:00 GMT-0600 (hora estándar central)","C-08815","22","139200.19","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"8829","LIDIA HIDALGO FERNÁNDEZ","JOAQUIN GARCIA LUNA MZNA 669","OAXACA","Fri Jun 02 1961 00:00:00 GMT-0600 (hora de verano central)","C-08828","165","136003.56","Sat May 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"8835","TARSICIO HERRERA MONTORO","BRAVO NÚMERO 248","ESTADO DE MÉXICO","Wed Oct 04 1978 00:00:00 GMT-0600 (hora estándar central)","C-08834","165","150003.45","Sun Jun 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"8845","GREGORIO SOTO CRESPO","JAMES MONROE NÚMERO 234","TABASCO","Sat Apr 23 1983 00:00:00 GMT-0600 (hora estándar central)","C-08844","22","144594.18","Sat Nov 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"8858","GUADALUPE BENÍTEZ GARCÍA","PARAJE MANZANA 321","CHIAPAS","Sat Mar 03 1979 00:00:00 GMT-0600 (hora estándar central)","C-08857","70","141476.75","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"8859","LUIS SANZ LEÓN","BUENA VISTA NÚMERO 273","NUEVO LEÓN","Sun Nov 22 1987 00:00:00 GMT-0600 (hora estándar central)","C-08858","34","56205.25","Fri Sep 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"8861","PONCIO CRUZ CANO","CALLE TABASCO NUM. 190","SINALOA","Fri Apr 22 1955 00:00:00 GMT-0600 (hora de verano central)","C-08860","148","22691.8","Wed Mar 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"8862","CALIXTO RAMOS FLORES","AV MEXICO NUM. 800","QUERÉTARO","Sat Jul 01 1967 00:00:00 GMT-0600 (hora de verano central)","C-08861","125","57826.22","Wed Nov 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"8865","LUZ SANTOS MARTÍN","NUEVA TABACHIN NO. 437","GUERRERO","Fri Jun 26 1964 00:00:00 GMT-0600 (hora de verano central)","C-08864","146","119416.76","Thu Jan 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"8866","JOSUÉ MORALES HIDALGO","BRUSELAS MANZANA 572","AGUASCALIENTES","Wed Jul 27 1994 00:00:00 GMT-0600 (hora estándar central)","C-08865","52","115055.17","Mon Nov 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"8876","ALBINA REYES MOLINA","BOULEVARD MALINTZI MZNA 778","CHIHUAHUA","Wed May 25 1966 00:00:00 GMT-0600 (hora de verano central)","C-08875","121","116810.23","Fri Mar 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"8879","MARCOS VICENTE LORENZO","LERDO MZNA 676","AGUASCALIENTES","Mon Dec 09 1985 00:00:00 GMT-0600 (hora estándar central)","C-08878","22","105271.95","Sun Dec 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"8901","LINO MARTÍNEZ BLESA","MONTE ALBAN MANZANA 477","OAXACA","Thu Jun 16 1960 00:00:00 GMT-0600 (hora de verano central)","C-08900","142","146094.67","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"8906","TITO ÁLVAREZ MUÑOZ","ANDADOR 16 NÚMERO 532","COAHUILA","Wed Aug 18 1954 00:00:00 GMT-0600 (hora de verano central)","C-08905","165","114247.78","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"8908","JACOBO CASTRO CARMONA","OBRERO MUNDIAL NÚMERO 37","MICHOACÁN","Thu Jun 28 1979 00:00:00 GMT-0600 (hora estándar central)","C-08907","119","98927.32","Wed May 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"8912","ALBERTO PEÑA IGLESIAS","DISTRITO EL PLAN NO. 674","CDMX","Sun Mar 06 1960 00:00:00 GMT-0600 (hora estándar central)","C-08911","22","20627.42","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"8914","AQUILES GUERRERO VÁZQUEZ","ALFONSO XIII NÚMERO 300","GUERRERO","Mon Aug 24 1981 00:00:00 GMT-0600 (hora estándar central)","C-08913","52","9135.38","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"8916","ESTEBAN SOTO VIDAL","SANTA MARIA NO. 590","COAHUILA","Tue Jan 28 1975 00:00:00 GMT-0600 (hora estándar central)","C-08915","119","140035.24","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"8921","FAUSTINO PASCUAL PEÑA","CALVARIO MZNA 120","GUANAJUATO","Fri Nov 21 1975 00:00:00 GMT-0600 (hora estándar central)","C-08920","165","66584.61","Tue Feb 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"8938","AARÓN LEÓN LORENZO","LINO MERINO NO. 15","TABASCO","Mon May 05 1975 00:00:00 GMT-0600 (hora estándar central)","C-08937","64","109837.79","Mon Sep 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"8949","FERMÍN REY CASTRO","MUNICIPIO LIBRE NÚMERO 645","ZACATECAS","Sun Sep 12 1954 00:00:00 GMT-0600 (hora de verano central)","C-08948","25","122356.5","Sat Jul 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"8951","BARTOLOMÉ SUÁREZ MORALES","AND LAS LEYES DE REFORMA NUM. 612","VERACRUZ","Mon Nov 04 1985 00:00:00 GMT-0600 (hora estándar central)","C-08950","34","136394.47","Mon Jun 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"8952","LINO CAMBIL MÁRQUEZ","PROVIDENCIA MZNA 671","BAJA CALIFORNIA","Thu May 20 1965 00:00:00 GMT-0600 (hora de verano central)","C-08951","4","62597.73","Wed Oct 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"8955","FERMÍN RAMÍREZ PEÑA","LAS FLORES MANZANA 369","NUEVO LEÓN","Sat Oct 22 1960 00:00:00 GMT-0600 (hora de verano central)","C-08954","152","131280.05","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"8957","AMBROSIO GIMÉNEZ SANTIAGO","CALLE GARDENIA MZNA 550","AGUASCALIENTES","Mon Apr 04 1994 00:00:00 GMT-0600 (hora estándar central)","C-08956","20","50409.98","Fri Oct 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"8961","PRIMO VARGAS BLESA","ANDADOR 16 MANZANA 30","AGUASCALIENTES","Sat Jun 21 1986 00:00:00 GMT-0600 (hora estándar central)","C-08960","146","123019.79","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"8962","DACIANO BRAVO CARMONA","GRECIA NO. 495","MICHOACÁN","Sun May 13 1979 00:00:00 GMT-0600 (hora estándar central)","C-08961","70","136455.17","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"8963","RIGOBERTO BLESA RUBIO","MAR ROJO NÚMERO 621","AGUASCALIENTES","Mon Jul 09 1990 00:00:00 GMT-0600 (hora estándar central)","C-08962","73","51758.54","Fri Sep 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"8965","IRENEO GIMÉNEZ BRAVO","SN.MARCOS Y LAS AMERICAS MZNA 687","PUEBLA","Mon Nov 24 1986 00:00:00 GMT-0600 (hora estándar central)","C-08964","70","9602.81","Mon Aug 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"8966","TRINIDAD ORTEGA IBÁÑEZ","ATLETAS MANZANA 534","TABASCO","Fri Jan 27 1995 00:00:00 GMT-0600 (hora estándar central)","C-08965","101","19283.66","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"8980","CALIXTO SANZ ORTEGA","CERRO DOS CONEJOS NO. 473","TLAXCALA","Wed Aug 21 1974 00:00:00 GMT-0600 (hora estándar central)","C-08979","154","119783.65","Fri Aug 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"8982","ODÓN GIMÉNEZ MUÑOZ","GUIPUZCOA MANZANA 34","VERACRUZ","Fri Sep 03 1976 00:00:00 GMT-0600 (hora estándar central)","C-08981","23","118842.46","Mon Sep 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"8989","BORJA RODRÍGUEZ IGLESIAS","NIÑOS HEROES NO. 488","NUEVO LEÓN","Tue Feb 21 1956 00:00:00 GMT-0600 (hora estándar central)","C-08988","148","119782.41","Tue Jan 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"8991","BALDOMERO ORTIZ SOLER","2 DA CDA DE SAN MIGUEL NÚMERO 256","AGUASCALIENTES","Sat Jun 22 1985 00:00:00 GMT-0600 (hora estándar central)","C-08990","146","7728.45","Tue Dec 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"8994","CECILIA MORENO MEDINA","5 DE MAYO NÚMERO 504","YUCATÁN","Thu Apr 15 1976 00:00:00 GMT-0600 (hora estándar central)","C-08993","89","104385.46","Thu Dec 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"9000","NATALIA MUÑOZ CORTÉS","OBRERO MUNDIAL NUM. 452","TAMAULIPAS","Thu Oct 21 1954 00:00:00 GMT-0600 (hora de verano central)","C-08999","141","103195.31","Tue Jan 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"9011","DONATO PRIETO CAMBIL","CALLEJON PACHECO MZNA 426","HIDALGO","Mon Jun 15 1959 00:00:00 GMT-0600 (hora de verano central)","C-09010","119","134667.6","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"9018","AITOR MOYA RAMÍREZ","ARRECIFE NÚMERO 593","SINALOA","Thu Nov 21 1957 00:00:00 GMT-0600 (hora estándar central)","C-09017","26","75465.67","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"9019","ISAÍAS DÍAZ SOLER","DR BALMIS NÚMERO 451","GUANAJUATO","Mon Jul 24 1989 00:00:00 GMT-0600 (hora estándar central)","C-09018","92","103571.2","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"9020","DÁMASO CABRERA GARRIDO","CDA. DE FRANCISCO CASTAÑEDA NO. 511","HIDALGO","Wed Oct 09 1974 00:00:00 GMT-0600 (hora estándar central)","C-09019","165","132102.17","Fri Jan 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"9021","CELIA ORTEGA CARMONA","PABLO ALVARADO MZNA 369","ZACATECAS","Mon Sep 01 1958 00:00:00 GMT-0600 (hora de verano central)","C-09020","125","14414.59","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"9024","ISAAC GUTIÉRREZ GALLARDO","AV. LA HUERTA MZNA 10","GUERRERO","Tue Dec 13 1988 00:00:00 GMT-0600 (hora estándar central)","C-09023","165","102428.88","Thu Jul 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"9031","ADÁN TORRES MORA","CONSTITUCION NO. 28","GUANAJUATO","Sat May 02 1987 00:00:00 GMT-0600 (hora estándar central)","C-09030","153","88000.69","Sun Nov 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"9032","PABLO DÍEZ GÓMEZ","OMEGA NÚMERO 660","NAYARIT","Mon Jul 14 1958 00:00:00 GMT-0600 (hora de verano central)","C-09031","89","127075.26","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"9038","MARTÍN LÓPEZ GUTIÉRREZ","REFORMA OBRERA MANZANA 372","MORELOS","Fri Sep 14 1979 00:00:00 GMT-0600 (hora estándar central)","C-09037","65","56685.58","Sun Mar 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"9043","LORENA ESTEBAN GUTIÉRREZ","ROSA DE SIRIA NO. 590","GUERRERO","Thu Oct 03 1963 00:00:00 GMT-0600 (hora de verano central)","C-09042","22","98063.63","Mon Jul 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"9045","JORGE HERRERA HERRERA","PABLO ALVARADO NÚMERO 138","NUEVO LEÓN","Wed Jul 05 1972 00:00:00 GMT-0600 (hora estándar central)","C-09044","152","16047.38","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"9053","ESTEBAN BENÍTEZ FUENTES","CONTADORES NUM. 667","SONORA","Sun Dec 08 1974 00:00:00 GMT-0600 (hora estándar central)","C-09052","73","87107.57","Sat May 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"9055","FÉLIX PEÑA JIMÉNEZ","BLVD. ADOLFO LOPEZ MATEOS NO. 572","CHIAPAS","Fri Feb 03 1961 00:00:00 GMT-0600 (hora estándar central)","C-09054","169","101348.53","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"9058","PASCUAL CAMBIL ARIAS","CIRCUITO RIO BLANCO NO. 172","QUERÉTARO","Thu Sep 21 1995 00:00:00 GMT-0600 (hora estándar central)","C-09057","26","52185.5","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"9059","CEFERINO RUBIO LORENZO","CARMEN SERDAN NÚMERO 615","JALISCO","Wed Sep 06 1961 00:00:00 GMT-0600 (hora de verano central)","C-09058","66","37168.96","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"9063","TOMÁS SANTIAGO ARIAS","JAVIER MARTINEZ NÚMERO 46","SAN LUIS POTOSÍ","Sun Feb 16 1964 00:00:00 GMT-0600 (hora estándar central)","C-09062","125","130983.41","Mon Dec 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"9064","MANUELA ÁLVAREZ CORTÉS","MANUEL PELAEZ NÚMERO 242","ZACATECAS","Sun Apr 17 1988 00:00:00 GMT-0600 (hora estándar central)","C-09063","126","55459.78","Sun Nov 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"9069","FACUNDO CAMPOS MORA","NORTE 172 MANZANA 252","TLAXCALA","Tue Jun 18 1963 00:00:00 GMT-0600 (hora de verano central)","C-09068","70","66395.95","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"9080","ALMUDENA GUTIÉRREZ CABALLERO","INDUSTRIA MANUFACTURERA NÚMERO 277","DURANGO","Mon Mar 22 1965 00:00:00 GMT-0600 (hora estándar central)","C-09079","142","65849.04","Mon Jul 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"9090","JESÚS CAMBIL CORTÉS","JAMES MONROE NUM. 61","TABASCO","Tue Sep 24 1963 00:00:00 GMT-0600 (hora de verano central)","C-09089","22","49577.34","Thu Mar 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"9093","JESÚS GUTIÉRREZ MONTORO","LICENCIADO VERDAD NÚMERO 32","SAN LUIS POTOSÍ","Sat Jan 21 1961 00:00:00 GMT-0600 (hora estándar central)","C-09092","65","20497.07","Tue Jul 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"9096","SOLEDAD ARIAS SANTANA","CALLE GARDENIA MANZANA 565","GUERRERO","Mon Jun 18 1962 00:00:00 GMT-0600 (hora de verano central)","C-09095","142","86250.41","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"9101","TITO VIDAL VARGAS","VELAZQUEZ DE LEON MZNA 287","AGUASCALIENTES","Thu Apr 05 1962 00:00:00 GMT-0600 (hora de verano central)","C-09100","152","110229.9","Sun Jun 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"9104","TITO NÚÑEZ FLORES","CHIMALPOPOCA MZNA 120","ZACATECAS","Sun Jul 28 1963 00:00:00 GMT-0600 (hora de verano central)","C-09103","20","98679.85","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"9105","EVA VIDAL SANTANA","BOSQUES DE BRUSELAS NO. 277","TAMAULIPAS","Wed Jul 01 1964 00:00:00 GMT-0600 (hora de verano central)","C-09104","154","92845.61","Wed Apr 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"9108","BELÉN HIDALGO VICENTE","YUCATAN MZNA 318","JALISCO","Thu Aug 15 1991 00:00:00 GMT-0600 (hora estándar central)","C-09107","126","37753.04","Sun Aug 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"9111","XAVIER SÁEZ CANO","CALLE 1862 MZNA 196","SINALOA","Sun Jan 05 1964 00:00:00 GMT-0600 (hora estándar central)","C-09110","51","69464.73","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"9124","UBALDO MÉNDEZ RAMOS","AUGUSTO RODIN NÚMERO 214","CHIAPAS","Fri Mar 23 1990 00:00:00 GMT-0600 (hora estándar central)","C-09123","74","12048.32","Fri Feb 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"9130","CECILIA LORENZO MORALES","ACERCAMIENTO NACIONAL NÚMERO 735","OAXACA","Tue Sep 06 1983 00:00:00 GMT-0600 (hora estándar central)","C-09129","85","130540.78","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"9142","ALEJO VIDAL RAMOS","AV. NACIONES UNIDAS NO. 560","ESTADO DE MÉXICO","Thu Aug 18 1994 00:00:00 GMT-0600 (hora estándar central)","C-09141","73","136432.73","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"9155","EDUVIGIS MARTÍN FLORES","ALFONSO XIII MANZANA 342","SAN LUIS POTOSÍ","Wed Nov 23 1994 00:00:00 GMT-0600 (hora estándar central)","C-09154","16","67590.95","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"9161","ANASTASIA BLESA IGLESIAS","BUENA SUERTE MZNA 546","TLAXCALA","Mon Jul 08 1963 00:00:00 GMT-0600 (hora de verano central)","C-09160","34","141388.92","Wed Feb 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"9162","ALONSO PASTOR ESTEBAN","CDA. DE FRESNO MZNA 458","TLAXCALA","Tue Jul 21 1964 00:00:00 GMT-0600 (hora de verano central)","C-09161","165","37095","Sat Nov 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"9165","ÁNGELA VICENTE GIMÉNEZ","BARRIO DE SAN JOSÉ MANZANA 125","CHIHUAHUA","Wed Apr 24 1991 00:00:00 GMT-0600 (hora estándar central)","C-09164","66","24062.02","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"9167","IFIGENIA FERRER CASTILLO","CUAUTITLAN NUM. 341","AGUASCALIENTES","Mon Dec 13 1954 00:00:00 GMT-0600 (hora estándar central)","C-09166","16","127039.77","Fri Jan 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"9172","EMILIANO GIMÉNEZ MÉNDEZ","TORTUGA NO. 532","HIDALGO","Tue Apr 16 1963 00:00:00 GMT-0600 (hora de verano central)","C-09171","165","67234.08","Sun Jul 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"9180","BLANCA CRESPO VIDAL","BOSQUES DE FELIPE MANZANA 322","NAYARIT","Sun Mar 25 1973 00:00:00 GMT-0600 (hora estándar central)","C-09179","68","131789.17","Thu Jul 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"9194","SIMÓN LORENZO GONZÁLEZ","HUERTAS NO. 140","AGUASCALIENTES","Tue Oct 18 1955 00:00:00 GMT-0600 (hora de verano central)","C-09193","92","62142.3","Tue Apr 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"9200","MOHAMED SOLER SANTIAGO","AV. RIO FRIO NÚMERO 194","SINALOA","Fri Oct 23 1987 00:00:00 GMT-0600 (hora estándar central)","C-09199","142","100108.72","Wed Jan 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"9214","FÁTIMA CARRASCO GIL","CALLE ZARAGOZA NUM. 690","MICHOACÁN","Sun Nov 06 1955 00:00:00 GMT-0600 (hora estándar central)","C-09213","153","98332.07","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"9220","ANTONIO PEÑA MONTORO","CLUB ATLAS NO. 699","GUANAJUATO","Mon Oct 27 1958 00:00:00 GMT-0600 (hora estándar central)","C-09219","141","77010.49","Thu Feb 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"9221","HUGO BENÍTEZ JIMÉNEZ","LINO MERINO NO. 287","CDMX","Wed Jun 23 1982 00:00:00 GMT-0600 (hora estándar central)","C-09220","68","48241.59","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"9227","CASIO BLESA GALLARDO","ANDADOR PUENTE MONZON NÚMERO 41","GUANAJUATO","Sat Mar 13 1976 00:00:00 GMT-0600 (hora estándar central)","C-09226","165","38284.39","Tue May 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"9243","DOMINGO GALLEGO DÍAZ","CALLE PARROQUIA NO. 390","JALISCO","Mon Apr 18 1960 00:00:00 GMT-0600 (hora de verano central)","C-09242","101","123435.94","Mon Apr 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"9253","TEODORA DÍAZ HERNÁNDEZ","ANDADOR DE LA ESMERALDA NÚMERO 341","SONORA","Mon Apr 20 1964 00:00:00 GMT-0600 (hora de verano central)","C-09252","125","119449.59","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"9256","DACIO NIETO CABALLERO","SANTA MARIA NÚMERO 218","SONORA","Sun Nov 27 1966 00:00:00 GMT-0600 (hora estándar central)","C-09255","73","5687.69","Tue May 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"9261","GUADALUPE SANZ MÉNDEZ","PALMIRA NO. 634","CDMX","Thu Dec 06 1956 00:00:00 GMT-0600 (hora estándar central)","C-09260","125","51621.6","Wed Feb 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"9262","CLOTILDE MÁRQUEZ TORRES","PIEDRAS NEGRAS MANZANA 48","GUANAJUATO","Tue Dec 19 1995 00:00:00 GMT-0600 (hora estándar central)","C-09261","148","77841.24","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"9269","VÍCTOR GARCÍA MONTORO","PROVIDENCIA MANZANA 302","TLAXCALA","Sat Apr 01 1967 00:00:00 GMT-0600 (hora estándar central)","C-09268","25","52332.87","Mon Apr 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"9281","CARMEN SANTOS LÓPEZ","GABRIEL RAMOS MILLAN NUM. 454","CAMPECHE","Sun Sep 13 1959 00:00:00 GMT-0600 (hora de verano central)","C-09280","187","75371.66","Mon Dec 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"9285","FAUSTO MÁRQUEZ SÁEZ","CALLE 4 NUM. 300","CHIAPAS","Thu Nov 25 1971 00:00:00 GMT-0600 (hora estándar central)","C-09284","25","149279.85","Sun Nov 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"9289","ARTEMIO VEGA SANZ","TOTONACAS NUM. 415","QUERÉTARO","Thu Dec 10 1964 00:00:00 GMT-0600 (hora estándar central)","C-09288","142","104299.38","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"9298","IVÁN GUTIÉRREZ VEGA","PENNSYLVANIA MANZANA 79","NUEVO LEÓN","Thu Sep 18 1980 00:00:00 GMT-0600 (hora estándar central)","C-09297","141","95321.8","Fri Jan 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"9301","HILDEGARDA RUBIO GUTIÉRREZ","HUITZILIN NÚMERO 674","NAYARIT","Thu Jun 09 1955 00:00:00 GMT-0600 (hora de verano central)","C-09300","154","92670.96","Wed Oct 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"9302","JUAN CASTRO VICENTE","CERRO DE LAS PALOMAS NO. 511","GUANAJUATO","Mon Jan 01 1973 00:00:00 GMT-0600 (hora estándar central)","C-09301","52","38009.12","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
